weightKg,destinationZipCode,shipmentDate,declaredValue
8.6,10001,2026-02-19T12:00:00,0
13.6,44444,2026-02-19T16:00:00,797
27.9,55555,2026-02-19T08:00:00,517
14.1,10001,2026-02-19T15:00:00,650
33.8,11111,2026-02-19T07:00:00,283
12.5,55555,2026-02-19T09:00:00,0
25,77001,2026-02-19T10:00:00,0
12,90210,2026-02-19T13:00:00,0
37.3,10001,2026-02-19T18:00:00,0
8.1,12345,2026-02-19T09:00:00,426
29.7,12345,2026-02-19T16:00:00,0
35.7,77001,2026-02-19T08:00:00,780
45.2,67890,2026-02-19T10:00:00,0
8,77001,2026-02-19T14:00:00,0
18.4,10001,2026-02-19T17:00:00,0
25.7,44444,2026-02-19T15:00:00,285
6.8,22222,2026-02-19T13:00:00,0
48.5,67890,2026-02-19T06:00:00,196
49.4,44444,2026-02-19T12:00:00,162
1.9,44444,2026-02-19T14:00:00,662
17.7,67890,2026-02-19T09:00:00,784
17.8,11111,2026-02-19T18:00:00,0
38.6,44444,2026-02-19T13:00:00,506
33.6,55555,2026-02-19T14:00:00,0
6.4,33333,2026-02-19T13:00:00,0
15.9,44444,2026-02-19T08:00:00,941
16.2,44444,2026-02-19T08:00:00,207
13.8,67890,2026-02-19T07:00:00,400
1.3,77001,2026-02-19T09:00:00,0
27.8,67890,2026-02-19T09:00:00,0
49.9,22222,2026-02-19T13:00:00,0
34.1,33333,2026-02-19T12:00:00,570
39.4,22222,2026-02-19T10:00:00,0
9.9,10001,2026-02-19T13:00:00,274
6,67890,2026-02-19T17:00:00,57
9.4,12345,2026-02-19T12:00:00,367
46.7,90210,2026-02-19T09:00:00,0
8.9,77001,2026-02-19T07:00:00,808
33.1,11111,2026-02-19T17:00:00,0
37.4,12345,2026-02-19T08:00:00,0
25.4,55555,2026-02-19T12:00:00,761
34.1,67890,2026-02-19T16:00:00,0
9.2,10001,2026-02-19T08:00:00,145
2.4,22222,2026-02-19T16:00:00,0
9.5,33333,2026-02-19T10:00:00,398
12.6,44444,2026-02-19T10:00:00,0
11.7,33333,2026-02-19T07:00:00,149
34,90210,2026-02-19T17:00:00,0
8.3,55555,2026-02-19T13:00:00,570
22.9,12345,2026-02-19T12:00:00,331
3,77001,2026-02-19T15:00:00,0
42.9,90210,2026-02-19T13:00:00,801
32.5,10001,2026-02-19T07:00:00,980
27.2,77001,2026-02-19T11:00:00,308
45.4,33333,2026-02-19T18:00:00,0
50.3,22222,2026-02-19T08:00:00,853
24.4,22222,2026-02-19T14:00:00,88
35.8,90210,2026-02-19T08:00:00,630
33.5,44444,2026-02-19T08:00:00,0
12.8,55555,2026-02-19T18:00:00,339
11.2,44444,2026-02-19T13:00:00,0
20.4,77001,2026-02-19T16:00:00,878
43.7,10001,2026-02-19T06:00:00,0
23.5,90210,2026-02-19T17:00:00,0
11.9,33333,2026-02-19T07:00:00,780
33.3,90210,2026-02-19T16:00:00,0
11.8,44444,2026-02-19T11:00:00,504
4.3,44444,2026-02-19T06:00:00,0
4.5,10001,2026-02-19T16:00:00,0
45.8,77001,2026-02-19T12:00:00,352
21.2,10001,2026-02-19T13:00:00,0
38.2,44444,2026-02-19T09:00:00,0
39.7,10001,2026-02-19T14:00:00,0
27.2,10001,2026-02-19T07:00:00,0
39.8,33333,2026-02-19T08:00:00,265
46.7,11111,2026-02-19T11:00:00,0
4.7,12345,2026-02-19T17:00:00,0
43.7,55555,2026-02-19T09:00:00,0
31.6,11111,2026-02-19T14:00:00,863
44.5,77001,2026-02-19T16:00:00,0
16.5,44444,2026-02-19T06:00:00,0
14.4,11111,2026-02-19T10:00:00,466
36.9,12345,2026-02-19T14:00:00,0
11.5,11111,2026-02-19T12:00:00,723
7.3,11111,2026-02-19T16:00:00,0
24.9,44444,2026-02-19T08:00:00,0
23.6,55555,2026-02-19T18:00:00,173
27,12345,2026-02-19T08:00:00,414
30.2,11111,2026-02-19T07:00:00,605
47.7,11111,2026-02-19T07:00:00,806
16.4,55555,2026-02-19T12:00:00,276
9.9,67890,2026-02-19T11:00:00,644
27.2,22222,2026-02-19T13:00:00,448
35.9,12345,2026-02-19T10:00:00,0
8.8,22222,2026-02-19T13:00:00,0
3,10001,2026-02-19T13:00:00,0
4.3,44444,2026-02-19T13:00:00,0
4,11111,2026-02-19T06:00:00,366
35.8,55555,2026-02-19T17:00:00,0
17.8,90210,2026-02-19T16:00:00,0
14.8,77001,2026-02-19T15:00:00,0
11.7,11111,2026-02-19T08:00:00,318
39.1,22222,2026-02-19T07:00:00,123
2.3,44444,2026-02-19T15:00:00,681
29.2,90210,2026-02-19T16:00:00,174
4.2,55555,2026-02-19T16:00:00,0
21.4,12345,2026-02-19T07:00:00,0
2.7,77001,2026-02-19T17:00:00,279
3.2,90210,2026-02-19T12:00:00,0
13.3,10001,2026-02-19T07:00:00,0
14.3,10001,2026-02-19T13:00:00,684
38.2,44444,2026-02-19T13:00:00,639
13.3,44444,2026-02-19T06:00:00,149
23.8,77001,2026-02-19T14:00:00,501
8.6,10001,2026-02-19T11:00:00,32
39.1,55555,2026-02-19T11:00:00,0
18.6,90210,2026-02-19T06:00:00,727
22.6,44444,2026-02-19T10:00:00,976
28.5,12345,2026-02-19T13:00:00,882
14.6,22222,2026-02-19T16:00:00,335
40.9,22222,2026-02-19T14:00:00,0
45.5,55555,2026-02-19T09:00:00,646
1.2,12345,2026-02-19T16:00:00,0
25.2,33333,2026-02-19T12:00:00,0
33.7,11111,2026-02-19T07:00:00,0
40.1,77001,2026-02-19T06:00:00,575
24.6,11111,2026-02-19T12:00:00,0
43.2,11111,2026-02-19T09:00:00,0
36.9,77001,2026-02-19T14:00:00,419
14.6,90210,2026-02-19T11:00:00,449
8.5,90210,2026-02-19T11:00:00,0
38.3,44444,2026-02-19T09:00:00,0
37.6,33333,2026-02-19T11:00:00,557
44.1,44444,2026-02-19T07:00:00,236
10.5,77001,2026-02-19T07:00:00,465
3,33333,2026-02-19T16:00:00,647
30.8,44444,2026-02-19T11:00:00,659
17.4,77001,2026-02-19T17:00:00,0
9.8,12345,2026-02-19T14:00:00,802
39.8,67890,2026-02-19T10:00:00,0
5.1,90210,2026-02-19T14:00:00,0
11.2,12345,2026-02-19T12:00:00,0
33,77001,2026-02-19T18:00:00,0
42.5,90210,2026-02-19T15:00:00,0
26.9,67890,2026-02-19T12:00:00,0
16.7,77001,2026-02-19T18:00:00,0
38.6,12345,2026-02-19T15:00:00,542
32.1,67890,2026-02-19T09:00:00,0
42.1,10001,2026-02-19T13:00:00,0
49.8,10001,2026-02-19T13:00:00,0
50,44444,2026-02-19T16:00:00,767
9.1,10001,2026-02-19T11:00:00,531
22.3,10001,2026-02-19T18:00:00,219
19.8,11111,2026-02-19T15:00:00,0
27.7,10001,2026-02-19T10:00:00,863
43.4,55555,2026-02-19T18:00:00,0
11.6,10001,2026-02-19T08:00:00,0
26.8,33333,2026-02-19T18:00:00,788
35.8,67890,2026-02-19T07:00:00,0
10.2,10001,2026-02-19T16:00:00,805
9.2,10001,2026-02-19T07:00:00,282
29.8,77001,2026-02-19T10:00:00,0
31.4,10001,2026-02-19T14:00:00,0
9.8,11111,2026-02-19T13:00:00,307
32.6,10001,2026-02-19T17:00:00,0
21.4,77001,2026-02-19T16:00:00,0
41.1,22222,2026-02-19T09:00:00,468
24.8,12345,2026-02-19T06:00:00,617
4.5,10001,2026-02-19T12:00:00,818
12.1,33333,2026-02-19T14:00:00,0
7.2,11111,2026-02-19T13:00:00,734
24.5,12345,2026-02-19T08:00:00,228
46.4,22222,2026-02-19T16:00:00,303
17.9,11111,2026-02-19T17:00:00,64
38.3,77001,2026-02-19T10:00:00,0
7,11111,2026-02-19T07:00:00,987
46.8,67890,2026-02-19T14:00:00,0
42.8,44444,2026-02-19T18:00:00,405
24.5,11111,2026-02-19T10:00:00,0
14,12345,2026-02-19T10:00:00,63
48.8,22222,2026-02-19T18:00:00,0
13.6,67890,2026-02-19T09:00:00,0
9.5,10001,2026-02-19T10:00:00,534
24.6,77001,2026-02-19T07:00:00,541
6.6,11111,2026-02-19T13:00:00,0
1.2,44444,2026-02-19T12:00:00,113
28,33333,2026-02-19T14:00:00,409
7.3,77001,2026-02-19T13:00:00,739
40.6,67890,2026-02-19T13:00:00,0
3.4,10001,2026-02-19T16:00:00,457
11.2,67890,2026-02-19T16:00:00,0
50.1,12345,2026-02-19T06:00:00,407
19.5,12345,2026-02-19T10:00:00,713
37.2,55555,2026-02-19T18:00:00,290
27.7,33333,2026-02-19T15:00:00,0
29.8,90210,2026-02-19T08:00:00,177
28,22222,2026-02-19T16:00:00,267
39.9,67890,2026-02-19T18:00:00,0
1.9,11111,2026-02-19T13:00:00,765
30.4,11111,2026-02-19T12:00:00,936
4.2,77001,2026-02-19T08:00:00,0
18.6,11111,2026-02-19T17:00:00,19
13.5,44444,2026-02-19T14:00:00,529
38.8,33333,2026-02-19T14:00:00,530
17.1,12345,2026-02-19T11:00:00,642
22.5,44444,2026-02-19T08:00:00,0
9.4,77001,2026-02-19T06:00:00,896
24.9,67890,2026-02-19T15:00:00,0
17.3,90210,2026-02-19T16:00:00,0
18.7,67890,2026-02-19T16:00:00,0
19.4,55555,2026-02-19T10:00:00,787
42.9,90210,2026-02-19T15:00:00,453
29,10001,2026-02-19T11:00:00,517
16.3,55555,2026-02-19T12:00:00,0
30,10001,2026-02-19T17:00:00,0
35.7,67890,2026-02-19T12:00:00,0
15.5,10001,2026-02-19T18:00:00,767
20.7,77001,2026-02-19T18:00:00,477
7.3,55555,2026-02-19T18:00:00,766
13.5,10001,2026-02-19T12:00:00,191
44,44444,2026-02-19T08:00:00,0
25.1,10001,2026-02-19T16:00:00,0
46.6,33333,2026-02-19T06:00:00,949
19.8,90210,2026-02-19T14:00:00,0
15.2,33333,2026-02-19T15:00:00,221
39.7,67890,2026-02-19T07:00:00,0
12.6,12345,2026-02-19T09:00:00,45
15.4,22222,2026-02-19T17:00:00,694
36.8,44444,2026-02-19T07:00:00,517
31.6,67890,2026-02-19T17:00:00,375
3.8,11111,2026-02-19T18:00:00,371
18,11111,2026-02-19T09:00:00,0
1.7,44444,2026-02-19T17:00:00,375
45.5,22222,2026-02-19T17:00:00,569
29.2,67890,2026-02-19T09:00:00,704
46.9,77001,2026-02-19T11:00:00,327
25.2,44444,2026-02-19T13:00:00,573
13.3,10001,2026-02-19T11:00:00,632
5.7,10001,2026-02-19T09:00:00,304
28.5,55555,2026-02-19T18:00:00,621
34.4,67890,2026-02-19T14:00:00,461
19.5,77001,2026-02-19T14:00:00,0
33.3,10001,2026-02-19T08:00:00,0
26.8,22222,2026-02-19T16:00:00,0
30.1,77001,2026-02-19T12:00:00,571
16.4,11111,2026-02-19T09:00:00,286
28.6,90210,2026-02-19T13:00:00,0
17,67890,2026-02-19T15:00:00,775
40,22222,2026-02-19T06:00:00,631
18.3,55555,2026-02-19T09:00:00,0
9.9,67890,2026-02-19T17:00:00,76
41.5,67890,2026-02-19T09:00:00,0
8.8,77001,2026-02-19T11:00:00,538
4.7,33333,2026-02-19T15:00:00,0
26.6,55555,2026-02-19T18:00:00,0
23.3,90210,2026-02-19T15:00:00,988
5,90210,2026-02-19T14:00:00,0
48.6,11111,2026-02-19T15:00:00,0
18.1,10001,2026-02-19T12:00:00,681
15.7,44444,2026-02-19T07:00:00,599
38.9,77001,2026-02-19T09:00:00,628
18.7,77001,2026-02-19T17:00:00,298
24.1,12345,2026-02-19T14:00:00,0
42.8,12345,2026-02-19T11:00:00,428
43.4,55555,2026-02-19T12:00:00,642
20,11111,2026-02-19T17:00:00,0
39,33333,2026-02-19T07:00:00,0
46.7,67890,2026-02-19T17:00:00,0
42.3,22222,2026-02-19T18:00:00,0
4.4,67890,2026-02-19T15:00:00,0
36.4,77001,2026-02-19T18:00:00,257
21.5,55555,2026-02-19T11:00:00,0
16,12345,2026-02-19T06:00:00,0
23.3,55555,2026-02-19T17:00:00,245
33.5,55555,2026-02-19T08:00:00,790
24.8,77001,2026-02-19T08:00:00,606
28.9,44444,2026-02-19T06:00:00,679
17.1,90210,2026-02-19T08:00:00,730
45,10001,2026-02-19T10:00:00,0
7.7,33333,2026-02-19T06:00:00,730
3.2,11111,2026-02-19T09:00:00,353
18.7,44444,2026-02-19T08:00:00,718
32.9,67890,2026-02-19T14:00:00,988
45.4,90210,2026-02-19T11:00:00,542
28.6,44444,2026-02-19T11:00:00,435
6.2,22222,2026-02-19T11:00:00,24
48.7,67890,2026-02-19T14:00:00,0
29.8,10001,2026-02-19T17:00:00,911
42.2,33333,2026-02-19T12:00:00,898
13.8,10001,2026-02-19T11:00:00,0
17.4,12345,2026-02-19T12:00:00,350
21.3,11111,2026-02-19T17:00:00,580
30.7,77001,2026-02-19T16:00:00,0
20.7,55555,2026-02-19T07:00:00,414
50.7,22222,2026-02-19T07:00:00,277
16.8,12345,2026-02-19T16:00:00,922
3.7,90210,2026-02-19T07:00:00,0
1.6,10001,2026-02-19T18:00:00,511
14.1,77001,2026-02-19T14:00:00,228
15.3,44444,2026-02-19T17:00:00,0
1.5,10001,2026-02-19T11:00:00,527
49,11111,2026-02-19T06:00:00,982
43.9,33333,2026-02-19T14:00:00,0
9.2,90210,2026-02-19T18:00:00,0
9.2,90210,2026-02-19T18:00:00,0
36.2,55555,2026-02-19T16:00:00,0
18.4,22222,2026-02-19T15:00:00,0
30.3,22222,2026-02-19T15:00:00,661
44.4,90210,2026-02-19T16:00:00,0
10,55555,2026-02-19T15:00:00,0
1.6,33333,2026-02-19T06:00:00,0
19.6,90210,2026-02-19T06:00:00,394
45.2,22222,2026-02-19T14:00:00,161
34.5,44444,2026-02-19T18:00:00,0
20.6,33333,2026-02-19T15:00:00,966
38,22222,2026-02-19T11:00:00,0
47.5,55555,2026-02-19T13:00:00,0
12.5,55555,2026-02-19T06:00:00,0
28.6,55555,2026-02-19T16:00:00,0
13,67890,2026-02-19T18:00:00,692
34.8,44444,2026-02-19T07:00:00,0
30.9,77001,2026-02-19T07:00:00,0
45.1,44444,2026-02-19T07:00:00,421
39.9,44444,2026-02-19T07:00:00,0
35.5,10001,2026-02-19T14:00:00,823
29.3,22222,2026-02-19T06:00:00,508
8.5,67890,2026-02-19T08:00:00,12
13.6,55555,2026-02-19T18:00:00,555
20.8,22222,2026-02-19T08:00:00,0
20.6,55555,2026-02-19T16:00:00,878
48.7,77001,2026-02-19T10:00:00,366
35,12345,2026-02-19T12:00:00,203
10.6,77001,2026-02-19T06:00:00,0
45.4,90210,2026-02-19T06:00:00,0
5.2,77001,2026-02-19T07:00:00,77
28.1,33333,2026-02-19T10:00:00,545
13.2,77001,2026-02-19T14:00:00,0
9.6,22222,2026-02-19T09:00:00,0
34.5,55555,2026-02-19T06:00:00,0
26.3,10001,2026-02-19T09:00:00,243
10.2,90210,2026-02-19T14:00:00,0
1.6,90210,2026-02-19T14:00:00,916
14.6,11111,2026-02-19T14:00:00,0
13.6,22222,2026-02-19T18:00:00,546
22.7,12345,2026-02-19T17:00:00,0
19,67890,2026-02-19T15:00:00,766
11.8,22222,2026-02-19T13:00:00,386
46,11111,2026-02-19T11:00:00,886
17.4,11111,2026-02-19T14:00:00,0
14.2,22222,2026-02-19T09:00:00,0
18,90210,2026-02-19T15:00:00,931
43.9,10001,2026-02-19T10:00:00,442
15.3,12345,2026-02-19T11:00:00,0
24.4,77001,2026-02-19T15:00:00,0
24.5,44444,2026-02-19T12:00:00,0
23.4,55555,2026-02-19T11:00:00,0
14,67890,2026-02-19T18:00:00,0
31,90210,2026-02-19T12:00:00,0
27.4,67890,2026-02-19T11:00:00,0
34.6,55555,2026-02-19T17:00:00,270
